1,THE PEAK (PUBLIC TRANSPORT TERMINUS) - CENTRAL (HONG KONG STATION PUBLIC TRANSPORT INTERCHANGE)
1,SAI KUNG - KOWLOON BAY (TELFORD GARDENS) 
2,CENTRAL (HONG KONG STATION) - OLD PEAK ROAD (CIRCULAR)
2,HUNG HOM (WHAMPOA GARDEN) - TAT CHEE AVENUE (PUBLIC TRANSPORT INTERCHANGE)
2,CENTRAL (HONG KONG STATION) - OLD PEAK ROAD (CIRCULAR) (VIA ADMIRALTY)
2,SAI KUNG(YI CHUN STREET) - KAI HAM (CIRCULAR) (SPECIAL DEPARTURE)
2,SAI KUNG - HO CHUNG 
2,PAK KONG - SAI KUNG  (SHORT WORKING SERVICE)
3,CENTRAL (HONG KONG STATION PUBLIC TRANSPORT INTERCHANGE) - PO SHAN ROAD
3,TSIM SHA TSUI (ASHLEY ROAD) - COSMOPOLITAN ESTATES
3,SAI KUNG - PO LO CHE
3,TSIM SHA TSUI (ASHLEY ROAD) - COSMOPOLITAN ESTATES (VIA HONG KONG WEST KOWLOON STATION)
3,TSIM SHA TSUI (ASHLEY ROAD) - COSMOPOLITAN ESTATES (VIA CHERRY STREET)
4,SAI KUNG - TUI MIN HOI
5,ABERDEEN (NAM NING STREET) - CAUSEWAY BAY (JAFFE ROAD) 
7,SAI KUNG - HOI HA 
8,TSIM SHA TSUI (HANKOW ROAD) - HO MAN TIN ESTATE
8,BAGUIO VILLAS (LOWER) - CENTRAL (EXCHANGE SQUARE)  (NORMAL ROUTE)
8,TSIM SHA TSUI (HANKOW ROAD) - HO MAN TIN ESTATE (VIA HUNG HOM BYPASS)
8,HO MAN TIN (CHUNG HAU STREET) - TSIM SHA TSUI (HANKOW ROAD)
9,CENTRAL (EXCHANGE SQUARE) - BOWEN ROAD (CIRCULAR)
9,BOWEN ROAD - MURRAY ROAD  (SPECIAL SERVICE)
9,LADY MACLEHOSE HOLIDAY VILLAGE - SAI KUNG 
9,TAI MONG TSAI - SAI KUNG  (SPECIAL DEPARTURE)
10,CAUSEWAY BAY (JAFFE ROAD) - CYBERPORT PUBLIC TRANSPORT INTERCHANGE
10,CAUSEWAY BAY (JAFFE ROAD) - CYBERPORT PUBLIC TRANSPORT INTERCHANGE (VIA SCENIC VILLAS)
11,HANG HAU VILLAGE - CHOI HUNG STATION (LUNG CHEUNG ROAD)  (NORMAL ROUTE)
12,KWUN LUNG LAU - SAI YING PUN (CIRCULAR)
12,PAK TIN - MONG KOK EAST STATION 
12,PO LAM - SHUN LEE (CIRCULAR) (SPECIAL DEPARTURES)
12,SAI KUNG - PO LAM 
13,HONG SING GARDEN - KWUN TONG (YUE MAN SQUARE)
13,SAI WAN ESTATE - SAI YING PUN (CIRCULAR)
13,KOWLOON TONG (BROADCAST DRIVE) - HUNG HOM (HUNG LUEN ROAD) 
15,HANG HAU - HONG SING
15,KAI SHING STREET - KOWLOON BAY STATION (WAI YIP STREET) (CIRCULAR)
16,PO LAM - PO TOI O
16,JAT'S INCLINE (CHOI WAN ESTATE) - PING SHEK ESTATE (CIRCULAR)
16,HANG HAU (CHUNG WA ROAD) - TAI AU MUN
17,TSUI LAM - LAM TIN STATION
19,SAN PO KONG - TSZ WAN SHAN ROAD(SHATIN PASS ESTATE) 
19,FU SHAN PUBLIC TRANSPORT INTERCHANGE - DIAMOND HILL STATION PUBLIC TRANSPORT INTERCHANGE  (SPECIAL SERVICE)
20,SAI WAN HO (GRAND PROMENADE) PUBLIC TRANSPORT TERMINUS - CHAI WAN INDUSTRIAL CITY (CIRCULAR)
20,SAI WAN HO (GRAND PROMENADE) PUBLIC TRANSPORT TERMINUS - CHAI WAN (FUNG YIP STREET) (CIRCULAR) (SHORT WORKING SERVICE)
20,SAN PO KONG - TSZ WAN SHAN (NORTH) (CIRCULAR)
22,POK FU LAM GARDENS - CENTRAL (EXCHANGE SQUARE)  (SPECIAL SERVICE (OMIT YAT CHEE VILLAS)
22,POK FU LAM GARDENS - CENTRAL (EXCHANGE SQUARE) 
23,KWUN TONG (WAN HON STREET) - KWUN TONG (YUE MAN SQUARE)
23,KENNEDY TOWN STATION - POK FU LAM (CIRCULAR)
24,SAM KA TSUEN FERRY - LAM TIN (CIRCULAR)
24,YAU TONG PUBLIC TRANSPORT INTERCHANGE - TUNG YUEN STREET(CIRCULAR)
25,UPPER BRAEMAR HILL - CAUSEWAY BAY (CIRCULAR)
26,TO KWA WAN (CHI KIANG STREET) - KOWLOON STATION 
26,"LEE GARDEN ROAD, OUTSIDE PHOENIX APARTMENTS - HONG KONG ADVENTIST HOSPITAL (CIRCULAR)"
26,CHUNG ON ESTATE - THE EDUCATION UNIVERSITY OF HONG KONG  (SPECIAL DEPARTURES)
26,"THE EDUCATION UNIVERSITY OF HONG KONG - BAYSHORE TOWERS, MA ON SHAN "
27,AP LEI CHAU (WAI FUNG STREET) - ABERDEEN (SAI ON STREET)
27,HONG KONG SCIENCE PARK - SHA TIN (PAI TAU STREET)
27,HONG KONG SCIENCE PARK (PHASE 3) - SHA TIN (PAI TAU STREET)
28,BAGUIO VILLA (UPPER) - CAUSEWAY BAY (SUN WUI ROAD)
28,BAGUIO VILLA (UPPER) - CAUSEWAY BAY (SUN WUI ROAD) (VIA CONNAUGHT ROAD CENTRAL)
29,AP LEI CHAU ESTATE - SHUM WAN ROAD PUBLIC TRANSPORT TERMINUS (CIRCULAR)
29,MA LIU SHUI FERRY PIER - WAN TAU TONG  (SUPPLEMENTARY SERVICE)
30,CAUSEWAY BAY (LAN FONG ROAD) - HAPPY VALLEY (HOLLY ROAD) 
31,TIN WAN ESTATE - CAUSEWAY BAY (JAFFE ROAD)
31,YUEN LONG (HONG KING STREET) - TONG YAN SAN TSUEN(CIRCULAR)
31,TIN WAN ESTATE - ADMIRALTY
32,KORNHILL - SHAU KEI WAN STATION
32,YUEN LONG  STATION (NORTH) PUBLIC TRANSPORT INTERCHANGE - TAN KWAI TSUEN
33,KORNHILL - NORTH POINT (MARBLE ROAD)
33,YUEN LONG (TAI FUNG STREET) - HA PAK NAI 
34,YUEN LONG (TAI FUNG STREET) - LAU FAU SHAN 
35,CHOI HA ESTATE - HONG LEE COURT
35,YUEN LONG (TAI FUNG STREET) - SHA KIU (TSIM BEI TSUI) 
35,YUEN LONG (TAI FUNG STREET) - MONG TSENG WAI  (SHORT WORKING SERVICE)
36,YUEN LONG (FOOK HONG STREET) - TAI SHANG WAI RURAL OFFICE
36,TAI SANG WAI RURAL OFFICE - YUEN LONG (FOOK HONG STREET) (VIA YUEN LONG ON LOK ROAD)
36,YUEN LONG (FOOK HONG STREET) - TAI SANG WAI RURAL OFFICE
37,YUEN LONG (FOOK HONG STREET) - YAU TAM MEI VILLAGE OFFICE
37,YAU TAM MEI VILLAGE OFFICE - YUEN LONG (FOOK HONG STREET) (VIA YUEN LONG ON LOK ROAD)
37,YUEN LONG (FOOK HONG STREET) - YAU TAM MEI VILLAGE OFFICE (VIA YUEN LONG HIGHWAY AND SAN TIN HIGHWAY)
37,WAN TSUEN ROAD - YUEN LONG (FOOK HONG STREET)
37,AP LEI CHAU (PING LAN STREET) - LEI TUNG ESTATE (CIRCULAR)
38,YUEN LONG (FOOK HONG STREET) - HA CHUK YUEN (NEAR HO SANG FARM)
38,YAU TAM MEI WEST (NEAR HO SANG FARM) - YUEN LONG (FOOK HONG STREET) (VIA YUEN LONG ON LOK ROAD)
38,YUEN LONG (FOOK HONG STREET) - YAU TAM MEI WEST (NEAR HO SANG FARM)
39,KUNG UM - YUEN LONG (FUNG CHEUNG ROAD)
39,KUNG UM - YUEN LONG STATION
40,STANLEY VILLAGE - JARDINE'S BAZAAR 
40,SIU HANG TSUEN - TUEN MUN TOWN CENTRE (CIRCULAR)
41,LUNG MUN OASIS - TUEN MUN TOWN CENTRE (TUEN FAT ROAD) 
42,CHEUNG SHA WAN (YU CHAU WEST STREET) - CHAK ON ESTATE
42,TSING CHUEN WAI - TUEN MUN TOWN CENTRE (CIRCULAR)
43,TUEN MUN TOWN CENTRE - SO KWUN WAT (CIRCULAR)
43,TUEN MUN TOWN CENTRE - SO KWUN WAT (CIRCULAR)
44,TUEN MUN FERRY PIER - SHEUNG SHUI STATION 
44,CHEUNG SHA WAN (CHEUNG YEE STREET) - HOI YING ESTATE  (SPECIAL SERVICE ROUTE)
45,TAI HING GARDEN - TUEN MUN TOWN CENTRE (CIRCULAR)
46,RICHLAND GARDENS - TAI KOK TSUI (OLYMPIC STATION)
46,FU TAI ESTATE - TUEN MUN TOWN CENTRE(CIRCULAR)
46,RICHLAND GARDENS - TAI KOK TSUI (OLYMPIC STATION) (VIA TAI KOK TSUI CATHOLIC PRIMARY SCHOOL)
46,SHAM MONG ROAD - RICHLAND GARDENS
47,SHUN LEE - TSUI PING (KAI LIM ROAD) (CIRCULAR)
48,SHUN LEE - KOWLOON BAY(CIRCULAR)
48,SHUN LEE - KOWLOON BAY(CIRCULAR) (OMIT SHEUNG YEE ROAD AND WANG CHIU ROAD)
48,SHUN LEE - KOWLOON BAY(CIRCULAR) (OMIT MEGABOX)
49,SHUN TIN - KOWLOON CITY FERRY (CIRCULAR)
50,UNITED CHRISTIAN HOSPITAL - KWUN TONG (YUE MAN SQUARE) (CIRCULAR)
50,YIU TUNG ESTATE - SAI WAN HO (CIRCULAR)
51,TIN WAN ESTATE - ABERDEEN (CIRCULAR)
52,CHUK YUEN ESTATE - SAN PO KONG
52,STANLEY PRISON - ABERDEEN (YUE FAI ROAD)  (DEPARTURES VIA YUE FAI ROAD)
52,STANLEY - ABERDEEN (YUE FAI ROAD)  (SPECIAL DEPARTURE (FROM CAPE ROAD)
52,ABERDEEN (YUE FAI ROAD) - STANLEY PRISON 
52,STANLEY PLAZA - ABERDEEN (YUE FAI ROAD)  (SPECIAL DEPARTURE (STANLEY PLAZA)
54,SHUN TIN - LOK FU  (NORMAL ROUTE)
54,CENTRAL (FERRY PIERS) - QUEEN MARY HOSPITAL (CIRCULAR) (BUSY HOUR)
54,CENTRAL (FERRY PIERS) - QUEEN MARY HOSPITAL (CIRCULAR)
55,QUEEN MARY HOSPITAL - CENTRAL STATION (CONNAUGHT ROAD CENTRAL) (CIRCULAR)
56,MID-LEVELS (ROBINSON ROAD) - NORTH POINT (MARBLE ROAD) 
56,RICHLAND GARDENS - SHUNG YAN STREET 
58,ABERDEEN (WU NAM STREET) - KENNEDY TOWN STATION 
58,SHA WAN DRIVE - KENNEDY TOWN STATION  (SPECIAL DEPARTURES)
58,SANDY BAY ROAD - ABERDEEN  (SPECIAL DEPARTURES)
59,KENNEDY TOWN STATION - SHUM WAN ROAD PUBLIC TRANSPORT TERMINUS 
59,TSUI PING ESTATE SOUTH - HIP WO STREET (CIRCULAR)
59,TSUI PING ESTATE SOUTH - HIP WO STREET (CIRCULAR) (DEPARTURES OMITTING KAI LIM ROAD)
60,LAM TIN - SHUN LEE ESTATE (CIRCULAR)
61,SIU SAI WAN (ISLAND RESORT) - MONG KOK (FIFE STREET)  (OVERNIGHT SERVICE)
62,HENG FA CHUEN PUBLIC TRANSPORT INTERCHANGE - SIU SAI WAN (CHEERFUL GARDEN) (CIRCULAR)
63,SOUTH HORIZONS - QUEEN MARY HOSPITAL 
63,LAM TIN (KWONG TIN ESTATE) - YUE MAN SQUARE PUBLIC TRANSPORT INTERCHANGE (CIRCULAR)
65,PAMELA YOUDE NETHERSOLE EASTERN HOSPITAL - NORTH POINT (FORT STREET)
66,ALDRICH BAY - CHAI WAN (WAN TSUI ROAD) (CIRCULAR) (CIRCULAR)
68,CHOI WAN ESTATE - KOWLOON BAY(CIRCULAR)
68,CHOI WAN ESTATE - KOWLOON BAY (CIRCULAR) (OMIT NGAU TAU KOK ON OUTWARD JOURNEY)
68,CHOI WAN ESTATE - KOWLOON BAY(CIRCULAR) (VIA LAM CHAK STREET)
68,ALDRICH BAY - QUARRY BAY (HOI WAN STREET) (CIRCULAR) (CIRCULAR)
69,LAGUNA CITY - KOWLOON CITY (LION ROCK ROAD)
69,LAGUNA CITY - KOWLOON BAY (ZERO CARBON BUILDING)
69,CYBERPORT - QUARRY BAY (SHIPYARD LANE) (CIRCULAR)
69,NORTH POINT MTR STATION - CYBERPORT  (SPECIAL DEPARTURE FROM NORTH POINT STATION)
69,CYBERPORT - QUARRY BAY (SHIPYARD LANE) (CIRCULAR) (VIA WONG CHUK HANG ROAD FLYOVER)
69,LAGUNA CITY - KOWLOON CITY (LION ROCK ROAD) (VIA CHUN SEEN MEI CHUEN)
70,DIAMOND HILL STATION PUBLIC TRANSPORT INTERCHANGE - TAI KOK TSUI (ISLAND HARBOURVIEW)
70,DIAMOND HILL STATION PUBLIC TRANSPORT INTERCHANGE - TAI KOK TSUI (ISLAND HARBOURVIEW) (VIA TAI KOK TSUI CATHOLIC PRIMARY SCHOOL)
70,DIAMOND HILL STATION PUBLIC TRANSPORT INTERCHANGE - TAI KOK TSUI (ISLAND HARBOURVIEW) (MORNING EXPRESS SERVICE)
71,YUEN LONG (YUEN LONG TAI HANG STREET) - SHEK WU TONG (HO PUI)
72,GRAND VIEW GARDEN - FESTIVAL WALK PUBLIC TRANSPORT TERMINUS
72,YUEN LONG (YUEN LONG TAI HANG STREET) - LUI KUNG TIN
72,KAM SHEUNG ROAD STATION - LUI KUNG TIN
73,LONG PING STATION (MA WANG ROAD) - SUNG SHAN NEW VILLAGE
73,FESTIVAL WALK PUBLIC TRANSPORT TERMINUS - TSZ WAN SHAN CENTRE (CIRCULAR)
73,TONG TAU PO TSUEN - YUEN LONG(KAU YUK ROAD)(CIRCULAR)
73,TAI SHU HA ROAD EAST (NEAR TAI KEI LENG) - YUEN LONG(KAU YUK ROAD)(CIRCULAR)
74,YUEN LONG (FOOK HONG STREET) - SHING UK TSUEN
74,KOWLOON STATION - MONG KOK (LUEN WAN STREET) (CIRCULAR)
75,YUEN LONG (FOOK HONG STREET) - LOK MA CHAU SPUR LINE PUBLIC TRANSPORT INTERCHANGE
75,YUEN LONG (FOOK HONG STREET) - HA WAN TSUEN
75,SAN TIN (NEAR SAN TIN POST OFFICE) - LOK MA CHAU SPUR LINE PUBLIC TRANSPORT INTERCHANGE
75,SHAM SHUI PO (FU CHEONG ESTATE) - CHEUNG SHA WAN (CASTLE PEAK ROAD) (CIRCULAR)
76,YUEN LONG (FOOK HONG STREET) - SIU HUM TSUEN
77,TIN SHUI WAI - LOK MA CHAU (SAN TIN) PUBLIC TRANSPORT INTERCHANGE
77,TIN SHUI WAI - LOK MA CHAU CONTROL POINT
77,TIN SHUI WAI - LOK MA CHAU (SAN TIN) PUBLIC TRANSPORT INTERCHANGE (OMIT TIN YIU)
78,TAI KOK TSUI(ISLAND HARBOURVIEW) PUBLIC TRANSPORT INTERCHANGE - TSIM SHA TSUI (PEKING ROAD) (CIRCULAR)
78,LOK MA CHAU (SAN TIN) PUBLIC TRANSPORT INTERCHANGE - PAT HEUNG ROAD (NEAR TAI LAM BUS-BUS INTERCHANGE) 
80,TSUEN WAN (CHUEN LUNG STREET / SHIU WO STREET) - CHUEN LUNG
81,TSUEN WAN (SHIU WO STREET) - LO WAI
81,TSUEN WAN (SHIU WO STREET) - SHING MUN RESERVOIR
82,TSUEN WAN (SHIU WO STREET) - SHING MUN RESERVOIR
82,CHOI HING COURT - KAI TAK 
84,ALLWAY GARDENS - TSUEN WAN CHUNG ON STREET 
85,TSUEN WAN (SHIU WO STREET) - FU YUNG SHAN (CHUK LAM SIM YUEN)
86,TSUEN WAN (HOI KWAI ROAD) - SHEK LEI (LEI PUI STREET)
86,CRUISE TERMINAL - KOWLOON BAY (TELFORD GARDEN) (CIRCULAR)
86,HONG KONG CHILDREN'S HOSPITAL - KOWLOON BAY (TELFORD GARDEN)  (SHORT WORKING SERVICES DEPARTURE)
86,"KAI TAK BRIDGE, SHING CHEONG ROAD - KOWLOON BAY (TELFORD GARDEN)  (SHORT WORKING SERVICES DEPARTURE)"
87,TSUEN WAN (HAM TIN STREET) - KWAI SHING (SHING FONG STREET)
87,LEI YUE MUN ESTATE - KOWLOON BAY (KAI YAN STREET) (CIRCULAR)
88,KAI CHING ESTATE (KAI TAK) - WONG TAI SIN STATION (CIRCULAR)
88,TSING YI ESTATE - KWAI FONG STATION 
89,TSUEN WAN (HO PUI STREET) - SHEK TAU STREET
91,LAI KONG STREET - TSUEN WAN (HAM TIN STREET)
93,WAH YUEN CHUEN - TSUEN WAN (HAM TIN STREET)
94,SHEK WAI KOK - KWAI SHING 
95,TSUEN WAN CENTRE - HOI KWAI ROAD PUBLIC TRANSPORT INTERCHANGE
96,TSUEN WAN (HOI PA STREET) - TSING LUNG TAU
98,TSUEN WAN (HO PUI STREET) - KWAI SHING NORTH (KWAI HAU STREET)
98,TSUEN WAN (HO PUI STREET) - HIGH PROSPERITY TERRACE (CIRCULAR)
99,RIVIERA GARDENS - HOI KWAI ROAD PUBLIC TRANSPORT INTERCHANGE (CIRCULAR)
102,HANG HAU STATION - SAN PO KONG 
102,SAN PO KONG - SAN PO KONG  (SPECIAL SERVICE ROUTE)
102,NGAU TAU KOK STATION - HANG HAU STATION  (EVENING SHORT-WORKING ROUTE)
103,CLEAR WATER BAY - KWUN TONG FERRY
104,HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY (SOUTH STATION) - KWUN TONG(CIRCULAR)
105,TO KWA WAN - HONG SING GARDEN
105,TO KWA WAN - HONG SING GARDEN (OMIT KOWLOON CITY AND SAN PO KONG)
105,HONG SING GARDEN - TO KWA WAN (OMIT METRO CITY)
105,MA TAU WAI (NEAR TIN KWONG ROAD) - HONG SING GARDEN
106,PO LAM - KOWLOON BAY 
106,KOWLOON BAY - PO LAM  (SPECIAL DEPARTURES)
107,HAVEN OF HOPE HOSPITAL - PO LAM PUBLIC TRANSPORT INTERCHANGE (CIRCULAR)
110,TIU KENG LENG STATION PUBLIC TRANSPORT INTERCHANGE - KOWLOON CITY(CIRCULAR)
111,SAN PO KONG - PO LAM  (SPECIAL DEPARTURES)
111,PO LAM - SAN PO KONG 
113,THE BEAUMOUNT - HANG HAU (CIRCULAR)
113,THE BEAUMOUNT - HANG HAU STATION PUBLIC TRANSPORT INTERCHANGE (CIRCULAR)
115,PO LAM - CHUN CHEONG STREET 
301,CLAGUE GARDEN ESTATE - TSUEN WAN STATION (CIRCULAR)
302,BELLAGIO - KWAI FONG (CIRCULAR) (SHORT WORKING SERVICE)
302,HONG KONG GARDEN - KWAI FONG (CIRCULAR)
312,LEI MUK SHUE ESTATE PUBLIC TRANSPORT INTERCHANGE - TSING YI STATION 
313,TSUEN WAN (TSO KUNG STREET) - PRINCESS MARGARET HOSPITAL 
401,TSING YI FERRY PIER - SHEK YAM 
401,CHEUNG ON PUBLIC TRANSPORT TERMINUS - SHEK YAM  (SHORTWORKING SERVICE)
403,LEI PUI STREET BUS TERMINUS - SHA TIN WAI (CIRCULAR)
405,CHEUNG HANG - LAI KING SOUTH (CIRCULAR)
406,SHEK LEI - KWAI SHING(CIRCULAR)
407,CHEUNG WANG - PRINCESS MARGARET HOSPITAL
407,CHEUNG FAT - PRINCESS MARGARET HOSPITAL
409,TSING YI (CHEUNG HANG) - TSUEN WAN (TSUEN WAN MARKET STREET)(CIRCULAR)
410,PRINCESS MARGARET HOSPITAL - NORTHEAST KWAI CHUNG 
411,KWAI CHUNG (LAI KONG STREET) - SHAM SHUI PO (UN CHAU STREET)(CIRCULAR)
412,KWAI CHUNG ESTATE - NORTHEAST KWAI CHUNG(CIRCULAR)
412,KWAI CHUNG ESTATE - SHEK LEI ESTATE (CIRCULAR)
413,TSING YI PUBLIC PIER - PRINCESS MARGARET HOSPITAL 
481,FO TAN (SHAN MEI STREET) - TSUEN WAN MARKET STREET 
482,SHA TIN CENTRAL (TAM KON PO STREET) - TSUEN WAN MARKET STREET 
502,TAI PON NETHERSOLE HOSPITAL - CHING HO ESTATE 
502,WAH MING ROAD (YAN FAI HOUSE) - TAI PO NETHERSOLE HOSPITAL  (SPECIAL DEPARTURE)
502,CHING HO ESTATE PUBLIC TRANSPORT INTERCHANGE - TAI PO NETHERSOLE HOSPITAL  (SHORT WORKING SERVICE)
502,TAI PO NETHERSOLE HOSPITAL - WAH MING ROAD (CHEONG TAO HOUSE)  (SPECIAL DEPARTURE)
502,TAI PO CENTRE - CHING HO ESTATE  (SPECIAL DEPARTURE)
503,QUEEN'S HILL ESTATE - NORTH DISTRICT HOSPITAL 
504,WA SHAN TSUEN - SHEUNG SHUI 
601,YUEN LONG (FUNG CHEUNG ROAD) - PAK WAI TSUEN
602,YUEN LONG (FUNG CHEUNG ROAD) - TAI KONG PO
603,YUEN LONG (FUNG CHEUNG ROAD) - FUNG KAT HEUNG
604,YUEN LONG (FUNG CHEUNG ROAD) - SHAN HA TSUEN
604,SHAN HA TSUEN - YUEN LONG (FAU TSOI STREET)(CIRCULAR)
605,KI LUN TSUEN - SHEUNG SHUI STATION
608,WANG TOI SHAN (PAT HEUNG) - YUEN LONG (FUNG CHEUNG ROAD) (CIRCULAR)
608,WANG TOI SHAN (PAT HEUNG) - KAM SHEUNG ROAD STATION (CIRCULAR) (SHORT WORKING SERVICE)
609,YUEN LONG STADIUM - POK OI HOSPITAL (CIRCULAR)
611,SHAN PUI ROAD - FAU TSOI STREET (CIRCULAR)
618,TIN SHUI WAI (TIN YAN ESTATE) - SHENZHEN BAY PORT
620,PARK YOHO TRANSPORT TERMINUS - KAM SHEUNG ROAD STATION PUBLIC TRANSPORT INTERCHANGE
621,HUNG SHUI KIU (HUNG YUEN ROAD) - TIN SHUI WAI (TIN TAN STREET) 
622,HUNG SHUI KIU (HUNG YUEN ROAD) - LONG PING STATION (CIRCULAR)
623,YUEN LONG (FUNG CHEUNG ROAD) - KONG TAU TSUEN 
803,HIN KENG - LEE ON  (SPECIAL DEPARTURE)
803,HIN KENG - LEE ON 
804,KWONG YUEN - HIN KENG 
804,KWONG YUEN - HIN KENG  (SPECIAL DEPARTURE)
808,KAM YING COURT - PRINCE OF WALES HOSPITAL 
808,"SAI SHA ROAD, OUTSIDE MOSTOWN - PRINCE OF WALES HOSPITAL  (MORNING SPECIAL DEPARTURE 1 (FROM SAI SHA ROAD)"
808,"HANG HONG STREET, OUTSIDE TSANG PIK SHAN SECONDARY SCHOOL - PRINCE OF WALES HOSPITAL  (MORNING SPECIAL DEPARTURE 2 (FROM HANG HONG STREET)"
808,KAM YING COURT - MOSTOWN  (SPECIAL SERVICE)
810,SHA TIN CENTRAL - MA ON SHAN (VILLA ATHENA)
810,MA ON SHAN (VILLA ATHENA) - SHA TIN CENTRAL (OMIT PO TAI STREET)
811,SUI WO COURT - YU CHUI COURT
812,SHUI CHUEN O - HIN KENG (CHE KUNG MIU ROAD) 
812,SHUI CHUEN O - HIN KENG (CHE KUNG MIU ROAD)  (SPECIAL DEPARTURE)
813,SHUI CHUEN O - SHEK MUN STATION 
814,LAI PING ROAD - SHA TIN (PAK HOK TING STREET) (CIRCULAR)
901,"GROUND FLOOR, HZMB HONG KONG PORT - TUNG CHUNG NORTH "
101M,HANG HAU STATION - SAI KUNG 
101M,SAI KUNG NORTH PUBLIC TRANSPORT INTERCHANGE (SAI KUNG) - HANG HAU STATION  (SPECIAL DEPARTURE)
101M,PAK SHA WAN - HANG HAU  (SHORTWORKING SERVICE)
101M,LAKESIDE GARDEN - HANG HAU  (SHORTWORKING SERVICE)
101M,PO LO CHE - HANG HAU  (SHORTWORKING SERVICE)
101M,MARINA COVE - HANG HAU  (SHORTWORKING SERVICE)
102B,YUK MING COURT - CHOI HUNG (CIRCULAR)
102S,HANG HAU STATION PUBLIC TRANSPORT INTERCHANGE - SAN PO KONG  (OVERNIGHT ROUTE)
103M,TSEUNG KWAN O STATION PUBLIC TRANSPORT INTERCHANGE - CLEAR WATER BAY
105S,HONG SING GARDEN - TO KWA WAN
108A,CHOI MING PUBLIC TRANSPORT INTERCHANGE - HANG HAU (NORTH) 
109M,OSCAR BY THE SEA - HANG HAU STATION 
10M,WELL ON GARDEN - KWUN TONG (YUE MAN SQUARE)
